split_point,batch_size,offload_model_state_sp_num,client_offload_activation_mb_num,server_offload_activation_mb_num,client_max_mem_alloc_mb,server_max_mem_alloc_mb,filename
3,8,2,4,6,4406.4692,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_2_soa_6.json
3,8,2,4,8,4406.4692,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_2_soa_8.json
3,8,3,4,0,4214.1401,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_3.json
3,8,3,4,1,4214.1401,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_3_soa_1.json
3,8,3,4,2,4214.1401,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_3_soa_2.json
3,8,3,4,4,4214.1401,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_3_soa_4.json
3,8,3,4,6,4214.1401,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_3_soa_6.json
3,8,3,4,8,4214.1401,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_cos_3_soa_8.json
3,8,0,4,1,4760.8076,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_soa_1.json
3,8,0,4,2,4760.8076,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_soa_2.json
3,8,0,4,4,4760.8076,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_soa_4.json
3,8,0,4,6,4760.8076,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_soa_6.json
3,8,0,4,8,4760.8076,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_4_soa_8.json
3,8,0,6,0,4312.0381,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6.json
3,8,1,6,0,4150.0288,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_1.json
3,8,1,6,1,4150.0288,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_1_soa_1.json
3,8,1,6,2,4150.0288,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_1_soa_2.json
3,8,1,6,4,4150.0288,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_1_soa_4.json
3,8,1,6,6,4150.0288,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_1_soa_6.json
3,8,1,6,8,4150.0288,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_1_soa_8.json
3,8,2,6,0,3957.6997,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_2.json
3,8,2,6,1,3957.6997,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_2_soa_1.json
3,8,2,6,2,3957.6997,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_2_soa_2.json
3,8,2,6,4,3957.6997,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_2_soa_4.json
3,8,2,6,6,3957.6997,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_2_soa_6.json
3,8,2,6,8,3957.6997,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_2_soa_8.json
3,8,3,6,0,3765.3706,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_3.json
3,8,3,6,1,3765.3706,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_3_soa_1.json
3,8,3,6,2,3765.3706,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_3_soa_2.json
3,8,3,6,4,3765.3706,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_3_soa_4.json
3,8,3,6,6,3765.3706,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_3_soa_6.json
3,8,3,6,8,3765.3706,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_cos_3_soa_8.json
3,8,0,6,1,4312.0381,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_soa_1.json
3,8,0,6,2,4312.0381,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_soa_2.json
3,8,0,6,4,4312.0381,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_soa_4.json
3,8,0,6,6,4312.0381,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_soa_6.json
3,8,0,6,8,4312.0381,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_6_soa_8.json
3,8,0,8,0,3863.2686,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8.json
3,8,1,8,0,3701.2593,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_1.json
3,8,1,8,1,3701.2593,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_1_soa_1.json
3,8,1,8,2,3701.2593,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_1_soa_2.json
3,8,1,8,4,3701.2593,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_1_soa_4.json
3,8,1,8,6,3701.2593,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_1_soa_6.json
3,8,1,8,8,3701.2593,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_1_soa_8.json
3,8,2,8,0,3508.9302,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_2.json
3,8,2,8,1,3508.9302,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_2_soa_1.json
3,8,2,8,2,3508.9302,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_2_soa_2.json
3,8,2,8,4,3508.9302,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_2_soa_4.json
3,8,2,8,6,3508.9302,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_2_soa_6.json
3,8,2,8,8,3508.9302,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_2_soa_8.json
3,8,3,8,0,3316.6011,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_3.json
3,8,3,8,1,3316.6011,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_3_soa_1.json
3,8,3,8,2,3316.6011,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_3_soa_2.json
3,8,3,8,4,3316.6011,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_3_soa_4.json
3,8,3,8,6,3316.6011,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_3_soa_6.json
3,8,3,8,8,3316.6011,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_cos_3_soa_8.json
3,8,0,8,1,3863.2686,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_soa_1.json
3,8,0,8,2,3863.2686,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_soa_2.json
3,8,0,8,4,3863.2686,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_soa_4.json
3,8,0,8,6,3863.2686,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_soa_6.json
3,8,0,8,8,3863.2686,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_8_soa_8.json
3,8,1,0,0,5271.9526,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_1.json
3,8,1,0,1,5271.9526,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_1_soa_1.json
3,8,1,0,2,5271.9526,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_1_soa_2.json
3,8,1,0,4,5271.9526,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_1_soa_4.json
3,8,1,0,6,5271.9526,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_1_soa_6.json
3,8,1,0,8,5271.9526,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_1_soa_8.json
3,8,2,0,0,5079.6235,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_2.json
3,8,2,0,1,5079.6235,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_2_soa_1.json
3,8,2,0,2,5079.6235,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_2_soa_2.json
3,8,2,0,4,5079.6235,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_2_soa_4.json
3,8,2,0,6,5079.6235,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_2_soa_6.json
3,8,2,0,8,5079.6235,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_2_soa_8.json
3,8,3,0,0,4887.2944,18623.9282,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_3.json
3,8,3,0,1,4887.2944,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_3_soa_1.json
3,8,3,0,2,4887.2944,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_3_soa_2.json
3,8,3,0,4,4887.2944,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_3_soa_4.json
3,8,3,0,6,4887.2944,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_3_soa_6.json
3,8,3,0,8,4887.2944,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_cos_3_soa_8.json
3,8,0,0,1,5433.9619,18624.2935,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_soa_1.json
3,8,0,0,2,5433.9619,18624.6587,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_soa_2.json
3,8,0,0,4,5433.9619,15074.8618,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_soa_4.json
3,8,0,0,6,5433.9619,11518.1899,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_soa_6.json
3,8,0,0,8,5433.9619,7961.5181,sp_3_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_soa_8.json
4,8,0,0,0,6550.3428,16939.9575,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora.json
4,8,0,1,0,6550.3428,16939.9575,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_1.json
4,8,1,1,0,6387.7085,16939.9575,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_1_cos_1.json
4,8,1,1,1,6387.7085,16940.2896,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_1_cos_1_soa_1.json
4,8,1,1,4,6387.7085,13714.7153,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_1_cos_1_soa_4.json
4,8,1,1,6,6387.7085,10482.5591,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_1_cos_1_soa_6.json
4,8,1,1,8,6387.7085,7250.4028,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_1_cos_1_soa_8.json
4,8,2,1,0,6195.3794,16939.9575,sp_4_b_8_mb_1_s_512_ws_1_mbps_230_pipedream_wc_lora_coa_1_cos_2.json
